location,district,rooms,size,level,max_levels,price
"город Ташкент, Чиланзарский район, Чиланзар 2-й квартал",Чиланзарский,2,44,1,4,30000
"город Ташкент, Сергелийский район, Сергели-VI",Сергелийский,2,49,6,7,Договорная
"город Ташкент, Учтепинский район, Чиланзар 11-й квартал",Учтепинский,2,47,1,4,31500
"город Ташкент, Мирабадский район, Абдурауфа Фитрата",Мирабадский,3,65,4,4,35000
"город Ташкент, Юнусабадский район, Юнусабад 15-й квартал",Юнусабадский,2,57,3,4,35500
"город Ташкент, Юнусабадский район, Юнусабад 3-й квартал",Юнусабадский,4,90,2,4,64000
"город Ташкент, Юнусабадский район, Юнусабад 19-й квартал",Юнусабадский,5,110,4,5,58000
"город Ташкент, Яшнободский район, Истикбол",Яшнободский,2,58,2,4,62000
"город Ташкент, Юнусабадский район, Юнусабад 17-й квартал",Юнусабадский,2,58,3,9,34000
"город Ташкент, Юнусабадский район, Юнусабад 15-й квартал",Юнусабадский,3,70,2,4,55000
"город Ташкент, Мирабадский район, Нукус",Мирабадский,3,5,4,5,46600
"город Ташкент, Мирабадский район, Сайхун",Мирабадский,4,122,3,5,65000
"город Ташкент, Яккасарайский район, Кушбеги",Яккасарайский,2,48,5,9,23000
"город Ташкент, Учтепинский район, 19-й проезд Изза",Учтепинский,2,72,4,6,55000
"город Ташкент, Сергелийский район, Сергели-IV",Сергелийский,2,59,2,7,25000
"город Ташкент, Яккасарайский район, Тукимачи",Яккасарайский,3,101,4,9,65000
"город Ташкент, Мирабадский район, Янгизамон",Мирабадский,3,60,3,4,40000
"город Ташкент, Шайхантахурский район, Абая",Шайхантахурский,2,47,4,4,36000
"город Ташкент, Мирабадский район, Алтынкульская",Мирабадский,3,90,4,5,46700
"город Ташкент, Мирабадский район, Фидокор (Чехова) ",Мирабадский,3,85,5,9,74000
"город Ташкент, Учтепинский район, Чиланзар-24",Учтепинский,2,50,3,4,35000
"город Ташкент, Учтепинский район, 18-й проезд Изза",Учтепинский,2,56,6,9,34400
"город Ташкент, Яккасарайский район, Кушбеги",Яккасарайский,2,48,5,9,23000
"город Ташкент, Олмазорский район, Мэдгоролок",Олмазорский,3,145,1,4,95000
"город Ташкент, Чиланзарский район, Чиланзар 19-й квартал",Чиланзарский,1,32,1,4,26000
"город Ташкент, Яккасарайский район, Мукимми",Яккасарайский,4,198,5,8,280000
"город Ташкент, Яшнободский район, Махтумкули",Яшнободский,3,75,6,9,58000
"город Ташкент, Мирзо-Улугбекский район, Карасу-4",Мирзо-Улугбекский,3,77,3,5,55000
"город Ташкент, Олмазорский район, Qoraqamish 2/1",Олмазорский,2,58,2,9,37000
"город Ташкент, Учтепинский район, Чупон-Ота",Учтепинский,1,18,4,4,12300
"город Ташкент, Мирзо-Улугбекский район, Академгородок",Мирзо-Улугбекский,2,50,3,4,33500
"город Ташкент, Мирзо-Улугбекский район, Мусаввирлар (Художников) ",Мирзо-Улугбекский,2,50,3,5,39000
"город Ташкент, Мирабадский район, Нукус",Мирабадский,4,120,1,4,135000
"город Ташкент, Шайхантахурский район, Бешагач",Шайхантахурский,2,68,4,4,70000
"город Ташкент, Сергелийский район, Сергели 6а",Сергелийский,3,82,3,7,Договорная
"город Ташкент, Чиланзарский район, Чиланзар 17-й квартал",Чиланзарский,4,76,3,4,59000
"город Ташкент, Мирзо-Улугбекский район, Алтынтепа",Мирзо-Улугбекский,5,110,2,4,78800
"город Ташкент, Сергелийский район, Сергели-II",Сергелийский,2,58,2,5,34000
"город Ташкент, Яшнободский район, Корасув (Лисунова) ",Яшнободский,1,18,3,4,11500
