,district,rooms,size,level,max_levels,price
4279,Мирабадский,4,122.0,3,5,65000.0
4280,Яккасарайский,2,48.0,5,9,23000.0
4281,Учтепинский,2,72.0,4,6,55000.0
4282,Сергелийский,2,59.0,2,7,25000.0
4283,Яккасарайский,3,101.0,4,9,65000.0
4284,Мирабадский,3,60.0,3,4,40000.0
4285,Шайхантахурский,2,47.0,4,4,36000.0
4286,Мирабадский,3,90.0,4,5,46700.0
4287,Мирабадский,3,85.0,5,9,74000.0
4288,Учтепинский,2,50.0,3,4,35000.0
4289,Учтепинский,2,56.0,6,9,34400.0
4290,Яккасарайский,2,48.0,5,9,23000.0
4291,Олмазорский,3,145.0,1,4,95000.0
4292,Чиланзарский,1,32.0,1,4,26000.0
4294,Яшнободский,3,75.0,6,9,58000.0
4295,Мирзо-Улугбекский,3,77.0,3,5,55000.0
4296,Олмазорский,2,58.0,2,9,37000.0
4297,Учтепинский,1,18.0,4,4,12300.0
4298,Мирзо-Улугбекский,2,50.0,3,4,33500.0
4299,Мирзо-Улугбекский,2,50.0,3,5,39000.0
4300,Мирабадский,4,120.0,1,4,135000.0
4301,Шайхантахурский,2,68.0,4,4,70000.0
4302,Чиланзарский,4,76.0,3,4,59000.0
4303,Мирзо-Улугбекский,5,110.0,2,4,78800.0
4304,Сергелийский,2,58.0,2,5,34000.0
4305,Яшнободский,1,18.0,3,4,11500.0
4306,Чиланзарский,2,60.0,4,9,47000.0
4307,Мирабадский,3,100.0,2,4,75000.0
4308,Учтепинский,2,40.0,5,5,29000.0
4309,Шайхантахурский,4,130.0,7,7,94000.0
4310,Олмазорский,3,77.36,1,7,64600.0
4311,Учтепинский,2,48.0,1,4,36500.0
4312,Мирзо-Улугбекский,5,213.0,5,6,220000.0
4313,Яккасарайский,4,86.0,8,9,52000.0
4314,Учтепинский,2,51.0,1,4,35500.0
4315,Олмазорский,3,72.0,1,5,45000.0
4316,Чиланзарский,3,58.9,3,4,55000.0
4317,Юнусабадский,2,70.0,2,4,68000.0
4318,Чиланзарский,4,100.0,3,4,56000.0
4319,Мирзо-Улугбекский,3,79.0,3,5,75000.0
4320,Яшнободский,3,135.0,8,9,99900.0
4321,Юнусабадский,4,177.0,5,5,179000.0
4323,Юнусабадский,3,110.0,2,9,100000.0
4324,Яшнободский,5,207.0,5,6,119900.0
4325,Мирзо-Улугбекский,5,208.0,1,5,119900.0
4326,Чиланзарский,3,105.0,5,10,126000.0
4327,Мирзо-Улугбекский,3,121.0,5,10,109000.0
4328,Мирабадский,3,127.0,7,12,135000.0
4329,Мирзо-Улугбекский,1,30.0,2,4,27300.0
4330,Шайхантахурский,3,100.0,7,9,55000.0
4331,Чиланзарский,3,70.0,2,4,56000.0
4332,Чиланзарский,3,70.0,2,5,46000.0
4333,Чиланзарский,2,54.0,2,5,36500.0
4334,Чиланзарский,2,68.0,4,4,38500.0
4335,Чиланзарский,2,60.0,4,9,41500.0
4336,Чиланзарский,2,50.0,2,5,35500.0
4337,Чиланзарский,2,68.0,4,4,38500.0
4338,Чиланзарский,1,32.0,2,4,27000.0
4339,Чиланзарский,1,46.0,2,4,30500.0
4340,Чиланзарский,1,32.0,2,4,28500.0
4341,Мирабадский,4,166.0,5,9,129500.0
4342,Чиланзарский,1,40.0,4,5,26500.0
4343,Чиланзарский,2,45.0,1,4,36500.0
4344,Юнусабадский,3,67.0,4,4,40000.0
4345,Яккасарайский,2,64.0,1,5,42000.0
4346,Чиланзарский,2,60.0,5,9,45000.0
4347,Яшнободский,2,70.0,2,4,34500.0
4348,Яшнободский,2,70.0,2,4,35000.0
4349,Яшнободский,2,70.0,2,4,45000.0
4352,Мирзо-Улугбекский,2,65.0,6,9,55000.0
4353,Юнусабадский,1,32.0,1,4,23000.0
4354,Яккасарайский,2,48.0,5,9,23000.0
4355,Чиланзарский,2,42.0,3,4,36000.0
4356,Чиланзарский,2,57.0,4,4,37500.0
4357,Яккасарайский,1,38.0,2,5,26700.0
4358,Чиланзарский,3,67.0,5,5,35000.0
4359,Учтепинский,3,73.0,5,5,38500.0
4360,Мирабадский,3,110.0,7,9,70000.0
4361,Учтепинский,3,72.0,4,9,43500.0
4362,Чиланзарский,3,67.0,3,4,57000.0
4363,Олмазорский,3,70.0,3,4,48000.0
4364,Мирзо-Улугбекский,1,41.0,3,4,31000.0
4365,Мирзо-Улугбекский,2,60.0,5,9,42000.0
4366,Мирзо-Улугбекский,2,42.0,5,5,31000.0
4367,Чиланзарский,3,70.0,3,4,65000.0
4368,Чиланзарский,3,100.0,3,9,79000.0
4369,Чиланзарский,2,54.0,3,4,36500.0
4370,Чиланзарский,3,62.0,4,4,42500.0
4371,Чиланзарский,2,43.0,4,4,35000.0
4372,Чиланзарский,2,50.0,5,5,42000.0
4373,Чиланзарский,2,58.0,4,9,47000.0
4374,Чиланзарский,2,52.0,5,5,45000.0
4375,Сергелийский,4,95.0,5,9,46500.0
4376,Чиланзарский,4,84.0,3,4,62000.0
4377,Чиланзарский,1,25.0,3,9,21500.0
4378,Чиланзарский,4,100.0,5,9,56000.0
4379,Учтепинский,2,50.0,3,5,36000.0
4380,Учтепинский,2,50.0,4,4,38000.0
4381,Чиланзарский,2,48.0,1,4,36500.0
4382,Чиланзарский,2,67.0,1,9,48000.0
4383,Учтепинский,3,72.0,5,9,38000.0
4384,Учтепинский,3,79.0,3,4,50000.0
4385,Учтепинский,2,40.0,1,4,33000.0
4386,Учтепинский,3,80.0,12,12,40000.0
4387,Чиланзарский,3,60.0,1,5,53500.0
4388,Мирзо-Улугбекский,4,187.0,2,5,210000.0
4389,Мирабадский,4,112.0,4,9,87000.0
4390,Юнусабадский,1,50.0,7,9,37400.0
4391,Чиланзарский,2,52.0,3,4,42500.0
4392,Юнусабадский,4,100.0,4,4,72500.0
4393,Мирабадский,3,61.0,4,4,60000.0
4394,Янгихаётский,3,56.0,5,7,41000.0
4395,Мирзо-Улугбекский,1,47.0,2,9,42000.0
4396,Яккасарайский,2,48.0,5,9,23000.0
4397,Юнусабадский,3,72.0,3,4,68000.0
4398,Яккасарайский,1,33.0,4,5,32000.0
4399,Учтепинский,5,27.7,1,1,85000.0
4400,Олмазорский,4,80.0,2,4,47000.0
4401,Шайхантахурский,3,83.0,3,9,44500.0
4402,Мирзо-Улугбекский,2,57.85,2,7,38600.0
4403,Юнусабадский,4,83.0,3,5,55500.0
4404,Чиланзарский,5,190.0,1,9,150000.0
4405,Мирзо-Улугбекский,3,64.0,3,5,47000.0
4406,Мирзо-Улугбекский,2,55.0,2,4,35000.0
4407,Сергелийский,3,78.0,8,9,42000.0
4408,Мирзо-Улугбекский,2,60.0,3,5,38000.0
4409,Юнусабадский,3,90.18,4,5,46500.0
4410,Юнусабадский,3,70.0,3,4,47000.0
4411,Чиланзарский,2,42.0,1,3,35000.0
4412,Учтепинский,1,26.4,1,4,18500.0
4413,Мирабадский,2,54.0,2,4,65000.0
4414,Мирабадский,4,98.0,5,9,106000.0
4415,Чиланзарский,2,48.0,2,4,35500.0
4416,Яккасарайский,2,78.0,4,8,100000.0
4417,Чиланзарский,2,57.0,8,9,35000.0
4418,Яккасарайский,4,135.0,5,6,70000.0
4419,Шайхантахурский,4,172.0,2,4,150000.0
4420,Мирабадский,2,54.0,3,4,39900.0
4421,Яккасарайский,2,48.0,5,9,23000.0
4422,Шайхантахурский,3,82.0,2,8,115000.0
4423,Олмазорский,3,125.0,1,8,115000.0
4424,Юнусабадский,2,57.0,6,9,68000.0
4425,Мирабадский,2,60.0,4,9,79000.0
4426,Мирабадский,2,56.0,4,4,60000.0
4427,Мирабадский,2,112.0,9,9,90000.0
4428,Мирабадский,3,68.0,9,9,90000.0
4429,Чиланзарский,2,55.0,1,4,31500.0
4430,Мирабадский,3,105.0,1,5,90000.0
4432,Юнусабадский,2,45.0,2,5,39500.0
4433,Яккасарайский,3,91.0,6,8,135000.0
4434,Шайхантахурский,4,200.0,5,9,150000.0
4435,Мирзо-Улугбекский,4,124.0,1,10,155000.0
4436,Юнусабадский,1,38.0,4,5,25500.0
4437,Яккасарайский,1,38.0,2,5,26700.0
4438,Чиланзарский,2,50.0,1,4,38000.0
4439,Мирабадский,2,65.0,3,9,54000.0
4440,Юнусабадский,3,80.0,3,7,72000.0
4441,Яшнободский,2,65.0,4,9,55000.0
4442,Мирабадский,3,75.0,2,4,74000.0
4443,Яккасарайский,2,40.0,1,4,37000.0
4444,Учтепинский,4,100.0,1,4,57700.0
4445,Мирабадский,3,90.0,7,9,77000.0
4446,Юнусабадский,3,100.0,4,8,88000.0
4447,Яккасарайский,2,48.0,5,9,23000.0
4448,Мирабадский,4,120.0,5,9,145000.0
4450,Юнусабадский,3,65.0,3,4,76000.0
4451,Мирзо-Улугбекский,2,59.0,4,8,42000.0
4452,Яккасарайский,2,64.0,1,5,42000.0
4453,Чиланзарский,4,105.0,6,9,60000.0
4454,Чиланзарский,3,78.0,7,9,55000.0
4455,Яккасарайский,4,100.0,6,9,70000.0
4456,Чиланзарский,3,78.0,5,9,50000.0
4457,Чиланзарский,2,80.0,8,8,48000.0
4458,Яккасарайский,2,48.0,5,9,23000.0
4459,Яккасарайский,2,51.0,1,5,57000.0
4460,Яккасарайский,3,75.0,3,9,53500.0
4461,Яккасарайский,1,39.0,1,5,27500.0
4462,Яккасарайский,2,48.0,5,9,23000.0
4463,Юнусабадский,4,90.0,4,5,56000.0
4464,Яккасарайский,1,39.0,2,5,26700.0
4465,Яккасарайский,2,48.0,5,9,23000.0
4466,Учтепинский,3,72.0,3,9,45500.0
4467,Яккасарайский,2,98.0,6,9,160000.0
4468,Мирзо-Улугбекский,3,78.0,5,5,38000.0
4469,Юнусабадский,2,60.0,2,4,75000.0
4470,Чиланзарский,2,50.0,2,4,36000.0
4471,Юнусабадский,1,38.0,4,4,26500.0
4472,Юнусабадский,1,38.0,4,4,26500.0
4473,Яшнободский,3,62.0,6,7,58000.0
4474,Бектемирский,3,71.2,6,9,27500.0
4475,Юнусабадский,2,65.0,4,4,38000.0
4476,Мирабадский,2,65.0,4,9,79000.0
4477,Яккасарайский,2,56.0,4,8,36000.0
4478,Сергелийский,2,70.0,4,9,29500.0
4479,Мирзо-Улугбекский,2,50.0,3,4,33000.0
4480,Олмазорский,3,69.46,1,4,39000.0
4481,Сергелийский,5,120.0,6,9,105000.0
4482,Яккасарайский,2,48.0,5,9,23000.0
4483,Яшнободский,3,83.0,2,6,38663.0
4485,Мирзо-Улугбекский,2,90.0,9,25,135500.0
4486,Чиланзарский,3,65.0,3,4,37000.0
4488,Мирабадский,4,95.0,6,9,70000.0
4489,Учтепинский,2,52.0,3,4,37000.0
4490,Чиланзарский,2,48.0,3,4,33500.0
4491,Мирабадский,1,33.0,2,5,30000.0
4492,Чиланзарский,2,52.0,2,5,37500.0
4493,Мирабадский,3,85.0,1,9,85000.0
4494,Олмазорский,3,82.0,3,9,48000.0
4495,Учтепинский,2,52.0,3,4,40000.0
4496,Яккасарайский,2,45.0,1,4,40000.0
4497,Чиланзарский,2,57.0,4,4,37500.0
4498,Чиланзарский,2,50.0,2,5,37500.0
4499,Чиланзарский,2,50.0,1,5,36000.0
4500,Чиланзарский,1,42.0,2,5,29500.0
4501,Чиланзарский,1,34.0,3,4,28500.0
4502,Чиланзарский,1,42.0,4,5,25500.0
4503,Учтепинский,2,54.0,3,4,37500.0
4504,Чиланзарский,2,53.0,2,4,34000.0
4505,Яккасарайский,1,38.0,2,5,26700.0
4506,Яшнободский,1,39.0,5,5,23500.0
4507,Яшнободский,3,69.0,5,5,50000.0
4508,Учтепинский,2,48.0,1,4,37000.0
4509,Яккасарайский,2,60.0,4,4,75000.0
4510,Олмазорский,2,56.0,2,4,36000.0
4511,Яшнободский,2,50.0,1,3,28000.0
4512,Учтепинский,2,48.0,3,4,38000.0
4513,Учтепинский,1,26.0,1,4,19000.0
4514,Мирзо-Улугбекский,3,70.0,9,9,48000.0
4515,Яшнободский,1,20.0,2,4,15500.0
4516,Чиланзарский,2,52.0,1,4,49000.0
4517,Яшнободский,3,70.0,9,9,35900.0
4518,Юнусабадский,2,55.0,1,2,26500.0
4519,Чиланзарский,1,28.0,2,2,21500.0
4520,Чиланзарский,2,45.0,1,4,42000.0
4521,Юнусабадский,2,54.0,1,4,38500.0
4522,Яккасарайский,2,60.0,1,4,56000.0
4523,Яшнободский,4,107.0,9,12,62000.0
4524,Юнусабадский,2,65.0,2,4,38500.0
4525,Чиланзарский,2,45.0,3,4,37500.0
4526,Юнусабадский,2,56.0,3,4,39000.0
4527,Юнусабадский,2,55.0,1,9,41000.0
4528,Яккасарайский,2,48.0,5,9,23000.0
4529,Мирзо-Улугбекский,3,85.0,4,4,88000.0
4530,Юнусабадский,2,58.0,2,4,41000.0
4531,Чиланзарский,2,48.0,1,4,40000.0
4532,Учтепинский,3,68.0,2,4,40000.0
4533,Юнусабадский,3,70.0,3,4,75000.0
4534,Юнусабадский,2,65.0,5,9,42000.0
4535,Чиланзарский,2,50.0,2,4,36500.0
4536,Юнусабадский,2,60.0,3,5,44000.0
4537,Шайхантахурский,3,110.0,3,7,105000.0
4538,Шайхантахурский,4,100.0,1,9,77501.0
4539,Юнусабадский,2,50.0,4,4,33000.0
4540,Юнусабадский,2,58.0,2,5,35000.0
4541,Чиланзарский,2,48.0,3,4,42000.0
4542,Чиланзарский,4,72.0,2,4,67000.0
4543,Юнусабадский,2,83.0,1,9,63000.0
4544,Мирзо-Улугбекский,4,141.0,3,9,93000.0
4545,Учтепинский,4,80.0,5,5,57000.0
4546,Мирабадский,3,160.0,4,9,198000.0
4547,Яккасарайский,3,92.0,12,16,50000.0
4548,Сергелийский,3,57.0,5,7,45500.0
4549,Сергелийский,4,140.0,5,5,45000.0
4550,Юнусабадский,3,86.0,4,4,48000.0
4551,Яккасарайский,2,60.0,3,4,55000.0
4553,Яккасарайский,3,84.0,4,4,55000.0
4554,Мирабадский,4,175.0,7,12,125000.0
4555,Юнусабадский,3,72.0,1,4,68000.0
4556,Учтепинский,2,72.0,5,12,40000.0
4557,Мирабадский,2,55.0,1,4,35000.0
4558,Мирзо-Улугбекский,2,60.0,1,9,58000.0
4560,Яккасарайский,3,93.0,5,8,98000.0
4561,Яшнободский,1,36.0,1,9,22000.0
4562,Юнусабадский,3,105.0,1,6,107000.0
4563,Сергелийский,4,104.0,2,9,68000.0
4564,Мирабадский,3,85.0,7,9,64000.0
4565,Мирзо-Улугбекский,2,38.0,4,5,33000.0
4566,Юнусабадский,1,38.0,3,4,42000.0
4567,Шайхантахурский,2,65.0,3,4,56500.0
4568,Мирабадский,4,200.0,4,5,125000.0
4569,Шайхантахурский,1,70.0,6,7,57500.0
4570,Мирзо-Улугбекский,2,52.0,2,4,31000.0
4571,Яшнободский,3,66.0,3,4,39500.0
4572,Юнусабадский,1,21.0,4,4,12500.0
4573,Мирабадский,2,65.0,1,2,29000.0
4574,Яккасарайский,2,48.0,5,9,23000.0
4575,Мирзо-Улугбекский,2,82.0,4,6,125000.0
4576,Олмазорский,3,80.0,3,4,46000.0
4577,Олмазорский,2,60.0,4,5,33000.0
4578,Чиланзарский,1,36.0,1,4,22500.0
4579,Мирзо-Улугбекский,1,34.0,3,3,20000.0
4580,Чиланзарский,2,56.0,2,4,33000.0
4581,Юнусабадский,4,83.0,5,5,55000.0
4582,Шайхантахурский,3,67.0,1,5,47000.0
4583,Шайхантахурский,2,31.0,3,3,40000.0
4584,Олмазорский,3,73.8,5,5,45000.0
4585,Шайхантахурский,2,58.0,5,12,37000.0
4586,Юнусабадский,2,50.0,3,4,31500.0
4587,Юнусабадский,3,76.0,4,9,60000.0
4588,Юнусабадский,2,54.0,3,4,31000.0
4589,Мирабадский,2,36.0,1,2,24500.0
4590,Яшнободский,5,112.0,3,9,88000.0
4591,Чиланзарский,3,60.0,3,4,40000.0
4592,Мирзо-Улугбекский,2,46.0,3,5,35000.0
4593,Мирзо-Улугбекский,1,17.0,3,4,17500.0
4594,Яккасарайский,2,45.0,1,4,40000.0
4595,Мирабадский,3,110.0,2,7,165000.0
4596,Учтепинский,1,26.0,1,4,19000.0
4597,Шайхантахурский,3,96.0,4,5,87000.0
4598,Юнусабадский,3,78.0,7,9,55000.0
4599,Юнусабадский,1,45.0,4,5,27000.0
4600,Яшнободский,2,55.0,2,5,30800.0
4601,Мирабадский,3,75.0,3,4,75000.0
4602,Мирзо-Улугбекский,1,30.0,5,5,20500.0
4603,Мирзо-Улугбекский,3,75.0,1,5,56000.0
4604,Чиланзарский,3,70.0,5,9,51500.0
4605,Мирзо-Улугбекский,1,35.0,3,4,23000.0
4606,Мирзо-Улугбекский,3,55.0,4,4,65000.0
4607,Учтепинский,2,40.0,4,4,31000.0
4608,Мирзо-Улугбекский,2,60.0,5,9,40000.0
4609,Яшнободский,2,60.0,5,9,48000.0
4610,Чиланзарский,3,78.0,7,9,55000.0
4612,Юнусабадский,3,85.0,1,9,82000.0
4613,Мирзо-Улугбекский,2,52.0,2,5,33000.0
4614,Юнусабадский,3,96.0,4,9,88000.0
4615,Шайхантахурский,2,65.0,3,4,36000.0
4616,Мирабадский,3,100.0,7,9,78000.0
4617,Мирабадский,4,110.0,5,8,145000.0
4618,Олмазорский,2,56.0,2,5,38000.0
4619,Яшнободский,3,105.0,2,8,65500.0
4620,Мирзо-Улугбекский,2,43.9,1,4,53000.0
4621,Мирзо-Улугбекский,2,50.0,1,4,30299.0
4622,Учтепинский,4,78.0,4,4,52000.0
4623,Учтепинский,2,48.0,1,4,34800.0
4624,Шайхантахурский,2,57.0,2,9,40000.0
4625,Юнусабадский,3,89.0,7,9,56000.0
4626,Мирабадский,5,3.8,2,2,90000.0
4627,Шайхантахурский,2,60.0,9,9,36000.0
4628,Мирзо-Улугбекский,2,38.0,5,5,27500.0
4629,Юнусабадский,3,72.0,7,9,46000.0
4630,Мирзо-Улугбекский,2,51.0,4,4,33500.0
4631,Шайхантахурский,3,70.0,2,9,44000.0
4632,Мирзо-Улугбекский,3,80.0,3,4,125000.0
4634,Яккасарайский,2,53.0,5,8,43000.0
4635,Яккасарайский,5,182.0,7,8,160000.0
4636,Шайхантахурский,3,78.0,3,4,61000.0
4637,Юнусабадский,3,70.0,4,4,54000.0
4638,Чиланзарский,3,120.0,2,8,160000.0
4640,Олмазорский,1,41.0,4,4,23000.0
4641,Мирабадский,3,75.0,8,9,65000.0
4642,Юнусабадский,2,62.0,7,9,43000.0
4643,Юнусабадский,2,55.0,1,9,41000.0
4644,Яккасарайский,1,38.0,5,5,30500.0
4645,Яшнободский,2,46.0,5,8,31000.0
4646,Мирзо-Улугбекский,5,150.0,1,2,97000.0
4647,Мирабадский,5,120.0,7,9,110000.0
4648,Яккасарайский,2,82.0,4,8,75500.0
4650,Шайхантахурский,3,78.0,8,12,45000.0
4651,Юнусабадский,3,100.0,1,4,68000.0
4652,Мирабадский,1,43.0,5,16,36000.0
4653,Учтепинский,3,68.0,4,5,42800.0
4654,Мирзо-Улугбекский,1,25.3,3,4,14500.0
4655,Мирзо-Улугбекский,2,35.0,5,5,32000.0
