location,district,rooms,size,level,max_levels,price,lat,lng
"город Ташкент, Юнусабадский район, Юнусабад 7-й квартал",Юнусабадский,4,110,6,6,69620,41.3716355,69.2691287
"город Ташкент, Мирзо-Улугбекский район, Дархан",Мирзо-Улугбекский,3,68,4,5,82000,41.3200874,69.3013967
"город Ташкент, Юнусабадский район, Юнусабад 6-й квартал",Юнусабадский,1,45,2,6,28481,41.3683947,69.2646587
"город Ташкент, Сергелийский район, 1",Сергелийский,3,74,5,7,44000,41.210633,69.2281531
"город Ташкент, Олмазорский район, Олимпия",Олмазорский,3,70,3,4,41000,41.3621443,69.1931366
"город Ташкент, Сергелийский район, Курувчи",Сергелийский,2,88.9,9,9,38282,41.218274,69.2624237
"город Ташкент, Яккасарайский район, 3-й проезд Яккасарай",Яккасарайский,3,80,5,8,42000,41.2664757,69.224369
"город Ташкент, Мирзо-Улугбекский район, Карасу 3-й квартал",Мирзо-Улугбекский,4,108.27,10,11,69780,41.3326551,69.3689542
"город Ташкент, Мирзо-Улугбекский район, Карасу 1-й квартал",Мирзо-Улугбекский,3,87.05,7,11,60260,41.3375577,69.3726789
"город Ташкент, Чиланзарский район, Чиланзар-8",Чиланзарский,2,58,4,4,37500,41.2894422,69.2058023
"город Ташкент, Юнусабадский район, Юнусабад 6-й квартал",Юнусабадский,3,105,4,6,66455,41.3683947,69.2646587
"город Ташкент, Мирзо-Улугбекский район, Карасу 3-й квартал",Мирзо-Улугбекский,4,80,2,5,75000,41.3326551,69.3689542
"город Ташкент, Яшнободский район, Городок Авиастроителей 4-й квартал",Яшнободский,1,49.88,4,6,32245,41.2922516,69.3419071
"город Ташкент, Мирзо-Улугбекский район, Паркент",Мирзо-Улугбекский,5,191,8,9,93128,41.3133669,69.3235746
"город Ташкент, Чиланзарский район, 1-й проезд А. Тукая",Чиланзарский,1,46,2,5,37500,41.2636404,69.1711557
"город Ташкент, Яккасарайский район, Бабура",Яккасарайский,3,93,14,17,119562,41.2818558,69.2552666
"город Ташкент, Юнусабадский район, Юнусабад 4-й квартал",Юнусабадский,3,108,6,9,75000,41.3653679,69.2773236
"город Ташкент, Яшнободский район, Паркенский",Яшнободский,6,160,6,7,82000,41.3146381,69.3228615
"город Ташкент, Мирзо-Улугбекский район, Ц-1",Мирзо-Улугбекский,4,150,4,8,180000,41.3104865,69.2922234
"город Ташкент, Чиланзарский район, Чиланзар 8-й квартал",Чиланзарский,1,30,2,4,23000,41.2894422,69.2058023
"город Ташкент, Мирабадский район, Госпитальный",Мирабадский,3,130,2,8,110000,41.295316,69.275364
"город Ташкент, Чиланзарский район, Чиланзар 9-й квартал",Чиланзарский,2,52,4,4,33000,41.2901628,69.1968618
"город Ташкент, Олмазорский район, Каракамыш 1/2",Олмазорский,3,69,1,4,50000,41.357531,69.2356033
"город Ташкент, Мирабадский район, Ойбек",Мирабадский,2,60,4,9,80000,41.2983828,69.2730715
"город Ташкент, Мирзо-Улугбекский район, 1-й проезд Магрур",Мирзо-Улугбекский,2,40,1,3,25500,41.3292204,69.3473509
"город Ташкент, Чиланзарский район, 1-й проезд Астрабад",Чиланзарский,2,60,6,9,40000,41.259418,69.1804708
"город Ташкент, Мирабадский район, Афросиаб (пр-т Косманавтов) ",Мирабадский,2,60,8,9,83000,41.3051824,69.2638823
"город Ташкент, Мирабадский район, Нукус",Мирабадский,1,53,7,9,51000,41.2910722,69.2769129
"город Ташкент, Мирабадский район, Мирабад",Мирабадский,2,62,3,9,75000,41.2758912,69.2937133
"город Ташкент, Чиланзарский район, Лутфи",Чиланзарский,4,80,5,5,43000,41.2881302,69.1880751
"город Ташкент, Чиланзарский район, Чиланзар 10-й квартал",Чиланзарский,3,75,2,8,75000,41.2829494,69.1968618
"город Ташкент, Сергелийский район, Сергели 8",Сергелийский,4,100,7,9,45800,41.220067,69.2207029
"город Ташкент, Мирзо-Улугбекский район, Городок Тракторостроителей 2-й квартал",Мирзо-Улугбекский,2,63,5,8,37197,41.3292204,69.3473509
"город Ташкент, Юнусабадский район, Юнусабад 7-й квартал",Юнусабадский,2,60,1,4,37000,41.3716355,69.2691287
"город Ташкент, Юнусабадский район, Юнусабад 6-й квартал",Юнусабадский,2,74,3,6,46835,41.3683947,69.2646587
"город Ташкент, Учтепинский район, Ширин",Учтепинский,3,70,5,5,41500,41.2815959,69.1806212
"город Ташкент, Юнусабадский район, Юнусабад 6-й квартал",Юнусабадский,2,80,3,6,50633,41.3683947,69.2646587
"город Ташкент, Мирзо-Улугбекский район, Проспект Мирзо-Улугбек",Мирзо-Улугбекский,4,72,2,5,58000,41.3337428,69.3343334
"город Ташкент, Мирзо-Улугбекский район, Карасу 1-й квартал",Мирзо-Улугбекский,3,87.65,8,11,58583,41.3375577,69.3726789
"город Ташкент, Яккасарайский район, Бабура",Яккасарайский,2,75,10,17,96421,41.2818558,69.2552666
"город Ташкент, Мирзо-Улугбекский район, Карасу 6-й квартал",Мирзо-Улугбекский,3,85,5,9,50000,41.3292204,69.3473509
"город Ташкент, Мирзо-Улугбекский район, Карасу 2-й квартал",Мирзо-Улугбекский,2,56.97,5,5,40000,41.3318205,69.3644846
"город Ташкент, Юнусабадский район, 18",Юнусабадский,2,58,3,4,32000,41.3587493,69.2996732
"город Ташкент, Юнусабадский район, Юнусабад 16-й квартал",Юнусабадский,3,70,5,5,40000,41.3825869,69.3019081
"город Ташкент, Юнусабадский район, Юнусабад 13-й квартал",Юнусабадский,1,43,1,4,33000,41.3692799,69.2981832
"город Ташкент, Олмазорский район, Бешкурган 2-й квартал",Олмазорский,2,57,4,5,33600,41.3693776,69.1986902
"город Ташкент, Учтепинский район, Кизил Шарк",Учтепинский,2,60,7,9,36500,41.3239274,69.2143264
"город Ташкент, Юнусабадский район, Юнусабад 14-й квартал",Юнусабадский,5,110,5,5,47000,41.3709551,69.307123
"город Ташкент, Мирабадский район, 1-й проезд Катта Миробод",Мирабадский,2,58,6,9,48000,41.2907835,69.2361597
"город Ташкент, Мирзо-Улугбекский район, Карасу 1-й квартал",Мирзо-Улугбекский,4,129.18,10,11,83257,41.3375577,69.3726789
